[Header]
TITLE,0p19mg_drhc_EuPd2S4_09152020_0T1T3T5T.dat
BYAPP,HeatCapacity,3.8.14,1.7
INFO,0.20,MASS:Sample Mass (mg)
INFO,0,MASSERR:Sample Mass Error (mg)
INFO,0,MOLWGHT:Formula Weight (g/mole)
INFO,0,ATOMS:Atoms per Formula Unit
INFO,PPMS Heat Capacity Option 3.8.14 Build 19,APPNAME
DATATYPE,TIME,1
DATATYPE,COMMENT,2
STARTUPAXIS, X, 8, LINEAR, AUTO
STARTUPAXIS, Y1, 10, LINEAR, AUTO
[Data]
Time Stamp (Seconds),Comment (),System Status (Code),Puck Temp (Kelvin),System Temp (Kelvin),Field (Oersted),Pressure (Torr),Sample Temp (Kelvin),Temp Rise (Kelvin),Samp HC (µJ/K),Samp HC Err (µJ/K),Addenda HC (µJ/K),Addenda HC Err (µJ/K),Total HC (µJ/K),Total HC Err (µJ/K),Fit Deviation (ChiSquare),Time Const tau1 (seconds),Time Const tau2 (seconds),Sample Coupling (Percent),Debye Temp (Kelvin),Debye Temp Err (Kelvin),Cal Correction (Factor),Therm Resist (Ohms),Htr Resist (Ohms),Puck Resist (Ohms),Wire Cond (W/K),Meas Time (seconds),Temp Squared (K^2),Samp HC/Temp (µJ/K/K),Addenda Offset HC (µJ/K)
22380713.53,,4881,0,2.7663,-0.044,9.2E-6,2.7966474,0.059072977,3.0658539,0.01097,1.0754238,0.003798,4.1412776,0.01097,1.0152746,7.2307381,0.0062734576,99.548503,0,0,1,,,,5.7416E-7,14.54303,7.8212369,1.0962604,0
22380786.13,,4881,0,2.7658,-0.044,9.3E-6,2.7961682,0.058965771,3.0650527,0.01182,1.0749305,0.003797,4.1399832,0.01182,2.2483601,7.2527924,0.011199285,99.196077,0,0,1,,,,5.7335E-7,14.46148,7.8185565,1.0961618,0
22381003.34,,4881,0,2.7791,-0.044,9.4E-6,2.8068911,0.05820797,3.1192833,0.01096,1.0880837,0.003805,4.207367,0.01096,1.2070216,7.2910598,0.009799261,99.298513,0,0,1,,,,5.793E-7,14.50558,7.8786378,1.1112947,0
22381075.75,,4881,0,2.779,-0.044,9.4E-6,2.8113061,0.058852737,3.1174584,0.01163,1.0936601,0.003806,4.2111185,0.01163,1.4944408,7.305802,0.0091912039,99.345214,0,0,1,,,,5.7849E-7,14.58212,7.9034422,1.1089004,0
22381147.88,,4881,0,2.779,-0.044,9.2E-6,2.8071237,0.059065961,3.1239872,0.01165,1.088534,0.003805,4.2125212,0.01165,1.6962928,7.3246998,0.010971589,99.217714,0,0,1,,,,5.7761E-7,14.6116,7.8799433,1.1128784,0
22381360.33,,4881,0,2.7935,-0.044,9.3E-6,2.8232049,0.058749706,3.1653773,0.01178,1.1087782,0.003806,4.2741556,0.01178,1.8086107,7.4566785,0.012805767,99.105284,0,0,1,,,,5.7604E-7,14.6494,7.970486,1.1212,0
22381434.41,,4881,0,2.7928,-0.044,9.3E-6,2.8205845,0.05980846,3.1814071,0.01161,1.1054782,0.003806,4.2868853,0.01161,1.7361462,7.4036776,0.0080848492,99.429051,0,0,1,,,,5.8085E-7,14.91336,7.9556968,1.1279248,0
22381507.48,,4881,0,2.793,-0.044,9.3E-6,2.823203,0.059388271,3.1801699,0.01111,1.1087262,0.003806,4.2888961,0.01111,2.0426688,7.4153998,0.0076607926,99.460744,0,0,1,,,,5.801E-7,14.80736,7.9704753,1.1264404,0
22381716.92,,4881,0,2.8066,-0.044,9.4E-6,2.8344507,0.058828411,3.2483507,0.01239,1.1230198,0.003799,4.3713706,0.01239,2.6374633,7.4738835,0.010093921,99.292004,0,0,1,,,,5.8719E-7,14.8308,8.0341106,1.1460248,0
22381790.44,,4881,0,2.8072,-0.044,9.3E-6,2.8352781,0.059437447,3.260389,0.01199,1.1241286,0.003798,4.3845176,0.01199,2.1585778,7.489564,0.007822647,99.451831,0,0,1,,,,5.872E-7,14.94777,8.0388019,1.1499362,0
